INSTNM,STABBR,LATITUDE,LONGITUDE,ICLEVEL
Northern Virginia School of Therapeutic Massage,VA,38.873422,-77.160302,3
Paul Mitchell the School-St Louis,MO,38.64474000000001,-90.262731,3
Advanced Training Institute,NV,36.095890000000004,-115.20682099999999,3
Taylor Andrews Academy of Hair Design-West Jordan,UT,40.586803,-111.93430900000001,3
Santa Ana Beauty Academy,CA,33.766402,-117.835205,3
Grace College of Divinity,NC,35.058616,-78.96130500000002,1
Evolve Beauty Academy,MO,38.345449,-90.980773,3
The Salon Professional Academy-Rochester,MN,44.067621,-92.504273,3
Aveda Institute-New Mexico,NM,35.091873,-106.667464,3
Nashville Barber and Style Academy,TN,36.253417999999996,-86.717414,3
American Trade School,MO,38.72876,-90.38014100000001,2
Estelle Skin Care and Spa Institute,IL,42.06358,-87.74704100000002,3
Paul Mitchell the School-Honolulu,HI,21.28206,-157.800461,2
Elite Cosmetology School,CA,34.121188000000004,-116.43553100000001,3
American Technical Institute,PR,18.376070000000002,-66.177409,3
Bergin University of Canine Studies,CA,38.303233,-122.68163899999999,1
Aveda Institute-Boise,ID,43.620545,-116.30999399999999,2
Pima Medical Institute-Aurora,CO,39.6956,-104.83148100000001,2
Capilo School of Hair Design,ME,44.317693,-69.77771700000001,3
Pure Aesthetics,AZ,32.23572,-110.929841,3
Lindsey Institute of Cosmetology,KY,36.947278999999995,-86.420808,2
The Salon Professional Academy-Iowa City,IA,41.64261,-91.503051,2
Buckner Barber School,TX,32.737175,-96.684709,3
Simmons College of Kentucky,KY,38.239519,-85.764811,1
Atelier Esthetique Institute of Esthetics,NY,40.746376,-73.99566899999998,3
Advanced College of Cosmetology,WI,43.632847999999996,-88.736198,3
North American University,TX,29.646303000000003,-95.58833800000001,1
Entourage Institute of Beauty and Esthetics,KS,38.958,-94.725291,3
United Beauty College,CO,39.697447,-105.010843,2
Cinta Aveda Institute,CA,37.790935,-122.404307,2
Long Island Nail Skin & Hair Institute,NY,40.725914,-73.499036,3
Southern California Health Institute,CA,34.200827000000004,-118.526822,3
Best Care College,NJ,40.765332,-74.22111600000002,3
First Class Cosmetology School,WI,42.49901,-89.036231,3
Millennia Atlantic University,FL,25.808134,-80.352717,1
Abcott Institute,MI,42.446331,-83.210617,3
The Salon Professional Academy-Kenosha,WI,42.55804000000001,-87.853088,3
Paul Mitchell the School-Indianapolis,IN,39.640007000000004,-86.127361,3
Taylor Andrews Academy-St George,UT,37.107627,-113.55731499999999,3
Protege Academy,MI,42.724862,-84.452903,3
Colorado Academy of Veterinary Technology,CO,38.794277,-104.790429,2
Northeast Technical Institute,ME,43.608171,-70.314892,3
Elite School of Cosmetology,OH,41.233614,-82.60795,2
Paul Mitchell the School-Las Vegas,NV,36.016734,-115.117034,3
Summit Salon Academy-Kokomo,IN,40.474971000000004,-86.106111,3
Florida Academy,FL,26.608636999999998,-81.824273,3
State Career College,IL,42.370787,-87.870502,3
Academy for Salon Professionals,CA,34.233959999999996,-118.55821499999999,3
Paul Mitchell the School-Spokane,WA,47.658367999999996,-117.19893,2
J Renee College,IL,42.070355,-88.28954499999998,3
National Personal Training Institute of Colorado,CO,39.74087,-105.154321,3
National Personal Training Institute of Colorado,CO,38.894095,-104.75466800000001,3
International College of Beauty Arts & Sciences,CA,34.148057,-118.273227,3
The Salon Professional Academy-Shorewood,IL,41.540252,-88.203774,3
John Paul the Great Catholic University,CA,33.12085,-117.082401,1
University of Connecticut-Hartford Campus,CT,41.762673,-72.672175,1
Independence University,UT,41.232785,-112.011508,1
National American University-Tulsa,OK,36.046839,-95.905505,1
National American University-Centennial,CO,39.567327,-104.96010600000001,1
National American University-Lee's Summit,MO,38.919788,-94.40264499999999,1
National American University-Colorado Springs South,CO,38.847542,-104.722124,1
Salter College-Chicopee,MA,42.16137,-72.527413,2
Chamberlain University-Missouri,MO,38.701907,-90.43628299999999,1
Chamberlain University-Texas,TX,29.838386,-95.560414,1
Continental School of Beauty Culture-Mattydale,NY,43.105938,-76.147295,3
Carrington College-Pomona,CA,34.06302,-117.803875,2
Altierus Career College-Atlanta West,GA,33.68915,-84.496587,3
Paul Mitchell the School-Columbia,SC,33.997803999999995,-81.03995400000002,3
Paul Mitchell the School-Charleston,SC,32.874611,-80.022852,3
Kenneth Shuler School of Cosmetology-Greenville,SC,34.791087,-82.48451899999998,3
South University-Novi,MI,42.495506,-83.457358,1
Northwest College-Eugene,OR,44.078014,-123.046328,2
Northwest College-Tualatin,OR,45.382946000000004,-122.762464,2
Harrison College-Morrisville,NC,35.859091,-78.8405,2
Trend Setters' Academy of Beauty Culture-Louisville,KY,38.134972,-85.684423,2
Beauty Schools of America,FL,25.774829999999998,-80.138551,3
CET-Soledad,CA,36.414559999999994,-121.316599,3
United Education Institute-UEI College San Marcos,CA,33.131561,-117.118524,3
Houston Training Schools-Southwest,TX,29.708058,-95.506079,3
Vanguard College of Cosmetology-Metairie,LA,30.004827000000002,-90.163276,3
United Education Institute-Anaheim,CA,33.851393,-117.922969,3
New England Tractor Trailer Training School of Massachusetts,MA,42.730818,-71.115989,3
Cortiva Institute-Las Vegas,NV,36.040791999999996,-115.12074199999999,3
Cortiva Institute-Tempe,AZ,33.391682,-111.962383,3
Cortiva Institute-Phoenix,AZ,33.577302,-112.12673899999999,3
Cortiva Institute-Westminster,CO,39.859272999999995,-105.065176,3
Cortiva Institute-Aurora,CO,39.704762,-104.824702,3
Dewey University-Manati,PR,18.433307,-66.48733299999999,1
Cortiva Institute-York,PA,40.085349,-76.76844100000002,3
Allen School-Phoenix,AZ,33.629635,-112.11743,3
Oklahoma Technical College,OK,36.098687,-95.905011,3
Midwest Technical Institute-Moline,IL,41.489394,-90.483614,2
Unitech Training Academy-Alexandria,LA,31.2654915,-92.46275940000001,3
Unitech Training Academy-Lake Charles,LA,30.204239,-93.192846,3
Aveda Institute-Los Angeles,CA,34.062796999999996,-118.44656599999999,3
UEI College-Riverside,CA,33.975392,-117.35175500000001,3
WellSpring School of Allied Health-Lawrence,KS,38.965848,-95.235123,2
Manuel and Theresa's School of Hair Design-Victoria,TX,28.799901000000002,-96.991589,3
Tricoci University of Beauty Culture-Chicago NE,IL,41.999802,-87.660911,3
Los Angeles Pacific University,CA,34.110723,-117.82748400000001,1
CollegeAmerica-Phoenix,AZ,33.574684999999995,-112.117971,1
Stevens-Henager College,ID,43.48346,-112.05156000000001,1
Avalon School of Cosmetology-Phoenix,AZ,33.641760999999995,-112.068,3
Avalon School of Cosmetology-Layton,UT,41.089919,-112.00363899999999,3
Hair Design Institute,FL,26.513536,-80.059887,3
Hair Design Institute,FL,28.675396999999997,-81.468458,3
All-State Career School-Allied Health Campus,PA,39.866163,-75.302151,2
Aveda Institute-Des Moines,IA,41.562675,-93.802586,2
Fortis Institute-Lawrenceville,NJ,40.260811,-74.719102,3
Relay Graduate School of Education,NY,40.740511,-73.99340699999998,1
Platt College-Miller-Motte Technical-Macon,GA,32.897821,-83.687065,2
International Culinary Center-California,CA,37.293627,-121.961476,3
South University-Savannah Online,GA,31.999481,-81.105531,1
Fortis College-Montgomery,AL,32.385245,-86.201216,2
Miller-Motte Technical College-Roanoke,VA,37.231272,-79.9779,2
Whitworth University-Adult Degree Programs,WA,47.751642,-117.41156799999999,1
Springfield College-School of Professional and Continuing Studies,MA,42.1022,-72.556647,1
Marian Health Careers Center-Van Nuys Campus,CA,34.177483,-118.46556100000001,3
Milan Institute-Las Vegas,NV,36.161590000000004,-115.17033300000001,3
Virginia College-Savannah,GA,31.984308000000002,-81.171138,2
Virginia College-Columbus,GA,32.524964000000004,-84.963466,2
Catholic Distance University,WV,39.28763,-77.860321,1
New York School of Esthetics & Day Spa,NY,41.035422,-73.781183,3
Panache Academy of Beauty,WI,43.5762,-89.780047,3
Finger Lakes Health College of Nursing,NY,42.876428999999995,-76.987844,2
ASI Career Institute,NJ,39.756603999999996,-75.04544200000002,3
Midwest Technical Institute-Ridgeland,MS,32.402516,-90.178196,3
Christine Valmy International School of Esthetics & Cosmetology,NJ,40.868977,-74.358331,3
City College-Hollywood,FL,26.025173000000002,-80.22004,2
Paul Mitchell the School-Arlington,TX,32.680899,-97.107997,3
Palmetto Beauty School,SC,34.978606,-81.870867,3
Paul Mitchell the School-Fort Myers,FL,26.495581,-81.792422,3
Paul Mitchell the School-Raleigh,NC,35.882566,-78.740471,3
Stella and Charles Guttman Community College,NY,40.75281,-73.984131,2
Lil Lou's Beauty and Barber College LLC,IN,41.53025,-87.33581099999998,3
Bryan University,MO,38.91579,-92.292601,2
Virginia College-Tulsa,OK,36.088311,-95.977211,2
Criswell College,TX,32.793513,-96.77669,1
Virginia College-Knoxville,TN,36.02984,-83.930752,2
Columbia Academy of Cosmetology,SC,33.997593,-81.080153,3
Beverly Hills Design Institute,CA,34.06463,-118.375621,1
Reflections Academy of Beauty,IL,39.843265,-88.956239,3
UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,TX,26.24605,-98.468021,3
Bryant & Stratton College-Akron,OH,41.1282,-81.65509499999997,1
Annenberg School of Nursing,CA,34.200825,-118.553851,3
American Medical Academy,FL,25.66273,-80.393361,2
Tooele Technical College,UT,40.527752,-112.32571399999999,3
Chamberlain University-Georgia,GA,33.911943,-84.351949,1
Chamberlain University-Indiana,IN,39.91916,-86.11106099999998,1
Carrington College-Mesquite,TX,32.815899,-96.625985,2
Sessions College for Professional Design,AZ,33.427133000000005,-111.941123,2
Virginia College-Shreveport,LA,32.525427,-93.705961,2
Tulsa Welding School-Jacksonville,FL,30.313564000000003,-81.56007,3
Empire Beauty School-Virginia Beach,VA,36.838454999999996,-76.135548,3
Ross Medical Education Center-Morgantown,WV,39.652359000000004,-79.943611,3
Paul Mitchell the School-Ogden,UT,41.225229,-111.97423300000001,3
Golf Academy of America-Dallas,TX,32.9228,-96.917191,2
Cortiva Institute-Dallas,TX,32.938209,-96.740482,3
Miami Ad School-New York,NY,40.755046,-73.925071,2
WestMed College,CA,37.3175,-121.947677,3
Larry's Barber College,IL,41.703711,-87.64320699999998,3
Futura Career Institute,FL,25.863128,-80.306991,3
Flair Beauty College,CA,34.414463,-118.55001499999999,3
Tri-State Institute of Hair Design,KY,37.102754,-84.065871,3
Vogue College of Cosmetology-San Antonio Fredericksburg,TX,29.46234500000001,-98.523455,3
Vogue College of Cosmetology,TX,29.465563,-98.602991,3
Tomorrow's Image Barber And Beauty Academy of Virginia,VA,37.133072,-76.529229,3
College of International Esthetics Inc,CO,39.790459999999996,-105.07593100000001,3
Medical Allied Career Center,CA,33.91871,-118.062402,3
Bais HaMedrash and Mesivta of Baltimore,MD,39.379528,-76.674414,1
Barber & Beauty Institute of New York,NY,40.69983,-73.615341,3
Salon Institute-Toledo Campus,OH,41.674855,-83.696989,2
Curve Metric School of Hair Design,IL,41.93767800000001,-87.81872800000002,3
Athena Career Academy,OH,41.61463300000001,-83.665339,3
Yeshiva Gedolah Zichron Leyma,NJ,40.6992,-74.268351,1
The Barber School,UT,40.621415,-111.891446,3
Be'er Yaakov Talmudic Seminary,NY,41.13905,-74.028425,1
Rio Grande Valley College,TX,26.24215,-98.177978,3
Alexander Academy,MA,42.587705,-71.769406,3
LeMelange Academy of Hair,CA,38.298114,-122.286864,3
Aveda Institute-Tucson,AZ,32.232639,-110.957057,3
Ambiance Beauty & Barber Academy Inc,FL,28.117559000000004,-80.673575,3
Diamond Beauty College,CA,34.062971000000005,-118.04671100000002,3
Unitek College,CA,37.656420000000004,-122.455603,3
University Academy of Hair Design,AL,33.19105,-87.559744,3
Florida Institute of Recording Sound and Technology,FL,28.57897,-81.411511,3
New Dimensions Beauty Academy Inc,CO,39.534586,-104.766874,2
Paul Mitchell the School-Reno,NV,39.509232,-119.803848,3
Boise Barber College,ID,43.588823,-116.278054,2
Austin Kade Academy,ID,43.48285900000001,-112.00112800000001,2
Aesthetic Science Institute,NY,42.76194,-73.794947,3
Elaine Sterling Institute,GA,33.886387,-84.382221,3
Wade Gordon Hairdressing Academy,TX,35.183505,-101.92742199999999,3
Mitsu Sato Hair Academy,KS,38.964694,-94.670149,3
SAE Institute of Technology-Los Angeles,CA,34.0904,-118.33686100000001,3
Florida Vocational Institute,FL,25.77354200000001,-80.321789,3
SAE Institute of Technology-Atlanta,GA,33.75993,-84.38696,2
Academy di Firenze,ID,42.723871,-114.519826,2
SAE Institute of Technology-Miami,FL,25.92387,-80.15539100000002,3
Colorado State University-Global Campus,CO,39.608847999999995,-104.898051,1
Paul Mitchell the School-Overland Park,KS,38.95593,-94.688051,3
Medspa Academies,UT,40.55681,-111.912821,3
Brighton Institute of Cosmetology,MI,42.521018,-83.743486,3
West Coast University-Dallas,TX,32.827459999999995,-96.873805,1
Stevens-Henager College,UT,37.095406,-113.557643,1
National American University-Bellevue,NE,41.141521999999995,-95.967384,1
National American University-Burnsville,MN,44.773371000000004,-93.28605,1
National American University-Mesquite,TX,32.80385,-96.625431,1
Empire Beauty School-Savannah,GA,32.008547,-81.112086,3
Ogle School Hair Skin Nails-Denton,TX,33.192334,-97.113213,3
Empire Beauty School-West Greensboro,NC,36.051588,-79.90432,3
California College San Diego,CA,33.138303,-117.16065800000001,1
Jolie Hair and Beauty Academy-Northfield,NJ,39.383782000000004,-74.554569,3
Hays Academy of Hair Design,KS,38.8398,-97.607551,3
Bellus Academy,KS,39.191749,-96.60826999999999,3
Cortiva Institute-Seattle,WA,47.321132,-122.307448,3
MotoRing Technical Training Institute,RI,41.818659999999994,-71.384761,3
Columbia College,VA,38.838042,-77.434496,2
Unitek College,CA,37.661039,-122.116059,3
Pennsylvania State University-World Campus,PA,40.832783,-77.841594,1
Medical Career Institute,NJ,40.263785999999996,-74.046322,2
Advance Beauty Techs Academy,CA,33.884074,-117.517655,3
Montage Academy,CO,39.857821,-105.072521,2
Brand College,CA,34.157990000000005,-118.265551,3
Hinton Barber and Beauty College,CA,38.109629,-122.245384,3
Advanced Career Institute,CA,36.344669,-119.38533000000001,3
Digital Film Academy,NY,40.760073,-73.99108199999998,3
MyComputerCareer.edu-Raleigh,NC,35.767841,-78.727186,3
Purdue University Global-Augusta,ME,44.340912,-69.78978599999999,1
South University-Austin,TX,30.479474,-97.689972,1
South University-Cleveland,OH,41.431412,-81.496974,1
Bryant & Stratton College-Online,NY,42.790174,-78.770363,1
Virginia College-Florence,SC,34.186915,-79.825448,2
Ogle School Hair Skin Nails-San Antonio,TX,29.518310999999997,-98.503686,3
Elizabethtown College School of Continuing and Professional Studies,PA,40.149236,-76.59322399999998,1
Ideal Beauty Academy,KY,38.225024,-85.56805200000002,2
Minnesota School of Cosmetology-Plymouth Campus,MN,44.924618,-92.97388199999999,3
Mercyhurst University-North East Campus,PA,42.219677000000004,-79.83574499999997,2
Warner Pacific University Professional and Graduate Studies,OR,45.503764000000004,-122.56253000000001,1
Platt College-Riverside,CA,33.932922999999995,-117.29836499999999,1
Empire Beauty School-Glen Burnie,MD,39.203264000000004,-76.616551,3
Altierus Career College-Woodbridge,VA,38.634767,-77.29596,3
International School of Cosmetology-Toni & Guy Hairdressing Academy,AZ,33.53660900000001,-111.889421,3
United Education Institute-UEI College Stockton,CA,37.99756,-121.30846100000001,3
Shiloh University,IA,41.459134999999996,-91.705724,1
Vatterott College-Fairview Heights,IL,38.597417,-89.989023,2
Ross Medical Education Center-Dayton,OH,39.816855,-84.126037,3
Ross Medical Education Center-Ontario,OH,40.77421,-82.59186700000002,3
Ross Medical Education Center-Bowling Green,KY,36.966303,-86.433521,2
Florida Institute of Technology-Online,FL,28.065754,-80.62437800000002,1
Rasmussen College-Kansas,KS,39.056302,-95.751719,1
Columbia Institute,MD,39.056034999999994,-77.08083,3
School of Missionary Aviation Technology,MI,42.941371000000004,-85.07224000000002,2
Ace Cosmetology and Barber Training Center,CT,41.593956,-72.98741600000002,3
California Miramar University,CA,32.77942,-117.11851000000001,1
Virginia College-Greensboro,NC,36.00925,-79.840151,2
The College of Health Care Professions-Dallas,TX,32.830186,-96.87502099999999,3
The College of Health Care Professions-Fort Worth,TX,32.816901,-97.311645,2
Shear Finesse Hairstyling Academy,FL,30.319276000000002,-81.558157,3
Miami Media School,FL,25.765081,-80.193028,3
Academy of Salon Professionals,MO,38.690729,-93.251559,3
CyberTex Institute of Technology,TX,30.324403000000004,-97.70303050000001,3
New England Tractor Trailer Training School of CT-Bridgeport,CT,41.186706,-73.179406,3
Gemini School of Visual Arts & Communication,TX,30.50915,-97.846121,1
Designer Barber & Stylist School,AR,35.35947700000001,-94.37033100000001,3
Paul Mitchell the School-Woodbridge,VA,38.635366999999995,-77.293304,3
College of the Muscogee Nation,OK,35.635288,-95.93643900000001,2
The Salon Professional Academy-Huntsville,AL,34.736145,-86.65572399999998,3
Midwives College of Utah,UT,40.71089,-111.85703600000001,1
Aspen Beauty Academy of Laurel,MD,39.099633000000004,-76.82221899999998,3
M T Training Center,TX,32.72,-97.042564,3
Berks Career & Technology Center,PA,40.388341,-76.00080799999998,3
Carthage R9 School District-Carthage Technical Center,MO,37.173927,-94.30086999999999,3
Grace Mission University,CA,33.867663,-117.95820800000001,1
PCCTI IT and Healthcare,IL,41.84402,-87.984611,3
